pxd	run	tissue_llm	tissue_mlm	confidence_mlm
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp1_3	blood	Adipose tissue	0.0955
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp2_1	blood	Adipose tissue	0.1095
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp2_2	blood	Adipose tissue	0.105
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp2_3	blood	Adipose tissue	0.1029
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp3_1	blood	Adipose tissue	0.1046
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp3_2	blood	Adipose tissue	0.0959
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp3_3	blood	Adipose tissue	0.1036
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp4_1	blood	Adipose tissue	0.0966
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp4_2	blood	Adipose tissue	0.1108
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp4_3	blood	Adipose tissue	0.1003
PXD062785	N.Proteotypic.Sequences	blood	Adipose tissue	0.138
PXD062785	N.Sequences	blood	Adipose tissue	0.1103
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510001	blood	Bone marrow	0.14
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510002	blood	Bone marrow	0.1513
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510003	blood	Bone marrow	0.1349
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510005	blood	Bone marrow	0.1571
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510006	blood	Bone marrow	0.1434
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510007	blood	Bone marrow	0.1491
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510009	blood	Bone marrow	0.148
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510010	blood	Bone marrow	0.1555
PXD064016	/public/conode53/AIRFLOW/temp/PXD064016/diann/22P14510011	blood	Bone marrow	0.15
PXD064016	N.Proteotypic.Sequences	blood	Bone marrow	0.1451
PXD064016	N.Sequences	blood	Bone marrow	0.1389
PXD064788	241101_VC_NK_Tears_50Kda_SmE_tryp_screen	secretion of lacrimal gland	Salivary gland	0.1736
PXD064788	241101_VC_NK_Tears_trypsin	secretion of lacrimal gland	Salivary gland	0.1628
PXD064788	241108_VC_NK_strip_SDC_2_50KDa_SmE_tryp	secretion of lacrimal gland	Salivary gland	0.1952
PXD064788	241108_VC_NK_strip_Urea_1_50KDa_SmE_tryp	secretion of lacrimal gland	Salivary gland	0.1805
PXD064788	241119_VC_NK_Tears_StcE_enrichment	secretion of lacrimal gland	Salivary gland	0.1636
PXD069096	DonorK_noFVIII_HLA-DR	blood	Skeletal muscle	0.0394
PXD069096	DonorN_FVIII_HLA-DR	blood	Testis	0.0438
