label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
Separation,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Sex,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Staining,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
Strain,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
SupplementaryFile,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Time,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Treatment,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.2500000000000007
AcquisitionMethod,technical,Annotator3,Qwen,model vs. any human annotator,10,-0.08695652173913052
Age,biological,Annotator3,Qwen,model vs. any human annotator,10,0.2857142857142855
AlkylationReagent,technical,Annotator3,Qwen,model vs. any human annotator,10,0.3478260869565216
CellLine,biological,Annotator3,Qwen,model vs. any human annotator,10,0.0
CellType,biological,Annotator3,Qwen,model vs. any human annotator,10,0.0
Chromatography,technical,Annotator3,Qwen,model vs. any human annotator,10,
CleavageAgent,technical,Annotator3,Qwen,model vs. any human annotator,10,0.0
CollisionEnergy,technical,Annotator3,Qwen,model vs. any human annotator,10,0.782608695652174
Compound,biological,Annotator3,Qwen,model vs. any human annotator,10,6.938893903907228e-17
Disease,biological,Annotator3,Qwen,model vs. any human annotator,10,0.4444444444444444
EnrichmentMethod,technical,Annotator3,Qwen,model vs. any human annotator,10,0.3999999999999999
FactorValue,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.0
FractionIdentifier,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.0
FractionationFraction,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.0
FractionationMethod,technical,Annotator3,Qwen,model vs. any human annotator,10,0.07407407407407414
FragmentMassTolerance,technical,Annotator3,Qwen,model vs. any human annotator,10,0.5833333333333334
FragmentationMethod,technical,Annotator3,Qwen,model vs. any human annotator,10,0.3999999999999999
GradientTime,technical,Annotator3,Qwen,model vs. any human annotator,10,0.04761904761904766
Instrument,technical,Annotator3,Qwen,model vs. any human annotator,10,
IonizationType,technical,Annotator3,Qwen,model vs. any human annotator,10,0.2857142857142855
Label,technical,Annotator3,Qwen,model vs. any human annotator,10,0.2857142857142856
MS2MassAnalyzer,technical,Annotator3,Qwen,model vs. any human annotator,10,0.6153846153846153
Modification,technical,Annotator3,Qwen,model vs. any human annotator,10,0.2857142857142855
NumberOfBiologicalReplicates,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.41176470588235303
NumberOfFractions,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.3478260869565216
NumberOfMissedCleavages,technical,Annotator3,Qwen,model vs. any human annotator,10,0.2105263157894738
NumberOfSamples,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,-0.15384615384615377
NumberOfTechnicalReplicates,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.0
Organism,biological,Annotator3,Qwen,model vs. any human annotator,10,0.5454545454545456
OrganismPart,biological,Annotator3,Qwen,model vs. any human annotator,10,0.2857142857142856
PooledSample,biological,Annotator3,Qwen,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator3,Qwen,model vs. any human annotator,10,0.3478260869565216
ReductionReagent,technical,Annotator3,Qwen,model vs. any human annotator,10,0.2105263157894738
SampleTreatment,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,-0.15384615384615447
SamplingTime,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,0.37499999999999983
Separation,technical,Annotator3,Qwen,model vs. any human annotator,10,-0.1904761904761907
Sex,biological,Annotator3,Qwen,model vs. any human annotator,10,0.782608695652174
Staining,biological,Annotator3,Qwen,model vs. any human annotator,10,-7.930164461608261e-17
Strain,biological,Annotator3,Qwen,model vs. any human annotator,10,0.19999999999999996
SupplementaryFile,technical,Annotator3,Qwen,model vs. any human annotator,10,
Time,experimental_design,Annotator3,Qwen,model vs. any human annotator,10,6.938893903907228e-17
Treatment,biological,Annotator3,Qwen,model vs. any human annotator,10,-0.11111111111111124
AcquisitionMethod,technical,Annotator3,Gemma,model vs. any human annotator,10,0.3999999999999999
Age,biological,Annotator3,Gemma,model vs. any human annotator,10,0.2857142857142855
AlkylationReagent,technical,Annotator3,Gemma,model vs. any human annotator,10,0.2857142857142855
CellLine,biological,Annotator3,Gemma,model vs. any human annotator,10,0.0
CellType,biological,Annotator3,Gemma,model vs. any human annotator,10,0.3999999999999999
Chromatography,technical,Annotator3,Gemma,model vs. any human annotator,10,
CleavageAgent,technical,Annotator3,Gemma,model vs. any human annotator,10,0.0
CollisionEnergy,technical,Annotator3,Gemma,model vs. any human annotator,10,0.5454545454545456
Compound,biological,Annotator3,Gemma,model vs. any human annotator,10,0.0
Disease,biological,Annotator3,Gemma,model vs. any human annotator,10,0.6153846153846155
EnrichmentMethod,technical,Annotator3,Gemma,model vs. any human annotator,10,0.1935483870967742
FactorValue,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
FractionIdentifier,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
FractionationFraction,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,-0.11111111111111124
FractionationMethod,technical,Annotator3,Gemma,model vs. any human annotator,10,0.3478260869565216
FragmentMassTolerance,technical,Annotator3,Gemma,model vs. any human annotator,10,0.5833333333333334
FragmentationMethod,technical,Annotator3,Gemma,model vs. any human annotator,10,0.3999999999999999
GradientTime,technical,Annotator3,Gemma,model vs. any human annotator,10,0.3103448275862068
Instrument,technical,Annotator3,Gemma,model vs. any human annotator,10,
IonizationType,technical,Annotator3,Gemma,model vs. any human annotator,10,0.5454545454545455
Label,technical,Annotator3,Gemma,model vs. any human annotator,10,0.2105263157894738
MS2MassAnalyzer,technical,Annotator3,Gemma,model vs. any human annotator,10,0.41176470588235303
Modification,technical,Annotator3,Gemma,model vs. any human annotator,10,0.5454545454545456
NumberOfBiologicalReplicates,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.6153846153846153
NumberOfFractions,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.3478260869565216
NumberOfMissedCleavages,technical,Annotator3,Gemma,model vs. any human annotator,10,0.523809523809524
NumberOfSamples,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.6153846153846155
NumberOfTechnicalReplicates,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
Organism,biological,Annotator3,Gemma,model vs. any human annotator,10,0.2857142857142855
OrganismPart,biological,Annotator3,Gemma,model vs. any human annotator,10,0.4444444444444444
PooledSample,biological,Annotator3,Gemma,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator3,Gemma,model vs. any human annotator,10,0.3478260869565216
ReductionReagent,technical,Annotator3,Gemma,model vs. any human annotator,10,0.04761904761904766
SampleTreatment,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
SamplingTime,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
Separation,technical,Annotator3,Gemma,model vs. any human annotator,10,-0.11111111111111124
Sex,biological,Annotator3,Gemma,model vs. any human annotator,10,0.782608695652174
Staining,biological,Annotator3,Gemma,model vs. any human annotator,10,0.0
Strain,biological,Annotator3,Gemma,model vs. any human annotator,10,0.19999999999999996
SupplementaryFile,technical,Annotator3,Gemma,model vs. any human annotator,10,
Time,experimental_design,Annotator3,Gemma,model vs. any human annotator,10,0.0
Treatment,biological,Annotator3,Gemma,model vs. any human annotator,10,-0.15384615384615447
AcquisitionMethod,technical,Annotator3,GLM,model vs. any human annotator,10,0.6153846153846155
Age,biological,Annotator3,GLM,model vs. any human annotator,10,0.19999999999999996
AlkylationReagent,technical,Annotator3,GLM,model vs. any human annotator,10,-0.1904761904761907
CellLine,biological,Annotator3,GLM,model vs. any human annotator,10,0.0
CellType,biological,Annotator3,GLM,model vs. any human annotator,10,0.37499999999999983
Chromatography,technical,Annotator3,GLM,model vs. any human annotator,10,
CleavageAgent,technical,Annotator3,GLM,model vs. any human annotator,10,0.0
CollisionEnergy,technical,Annotator3,GLM,model vs. any human annotator,10,0.09090909090909098
Compound,biological,Annotator3,GLM,model vs. any human annotator,10,0.0
Disease,biological,Annotator3,GLM,model vs. any human annotator,10,0.5833333333333334
EnrichmentMethod,technical,Annotator3,GLM,model vs. any human annotator,10,0.3999999999999999
FactorValue,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.0
FractionIdentifier,experimental_design,Annotator3,GLM,model vs. any human annotator,10,1.0
FractionationFraction,experimental_design,Annotator3,GLM,model vs. any human annotator,10,-0.11111111111111124
FractionationMethod,technical,Annotator3,GLM,model vs. any human annotator,10,0.19999999999999996
FragmentMassTolerance,technical,Annotator3,GLM,model vs. any human annotator,10,0.782608695652174
FragmentationMethod,technical,Annotator3,GLM,model vs. any human annotator,10,0.3999999999999999
GradientTime,technical,Annotator3,GLM,model vs. any human annotator,10,-0.5217391304347827
Instrument,technical,Annotator3,GLM,model vs. any human annotator,10,
IonizationType,technical,Annotator3,GLM,model vs. any human annotator,10,0.5454545454545455
Label,technical,Annotator3,GLM,model vs. any human annotator,10,-0.15384615384615447
MS2MassAnalyzer,technical,Annotator3,GLM,model vs. any human annotator,10,0.41176470588235303
Modification,technical,Annotator3,GLM,model vs. any human annotator,10,0.2857142857142855
NumberOfBiologicalReplicates,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.6153846153846153
NumberOfFractions,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.782608695652174
NumberOfMissedCleavages,technical,Annotator3,GLM,model vs. any human annotator,10,0.782608695652174
NumberOfSamples,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.3999999999999999
NumberOfTechnicalReplicates,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.0
Organism,biological,Annotator3,GLM,model vs. any human annotator,10,0.5833333333333334
OrganismPart,biological,Annotator3,GLM,model vs. any human annotator,10,0.782608695652174
PooledSample,biological,Annotator3,GLM,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator3,GLM,model vs. any human annotator,10,1.0
ReductionReagent,technical,Annotator3,GLM,model vs. any human annotator,10,-0.1764705882352943
SampleTreatment,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.0
SamplingTime,experimental_design,Annotator3,GLM,model vs. any human annotator,10,-0.15384615384615447
Separation,technical,Annotator3,GLM,model vs. any human annotator,10,-0.11111111111111124
Sex,biological,Annotator3,GLM,model vs. any human annotator,10,0.3478260869565216
Staining,biological,Annotator3,GLM,model vs. any human annotator,10,-7.930164461608261e-17
Strain,biological,Annotator3,GLM,model vs. any human annotator,10,0.19999999999999996
SupplementaryFile,technical,Annotator3,GLM,model vs. any human annotator,10,0.0
Time,experimental_design,Annotator3,GLM,model vs. any human annotator,10,0.0
Treatment,biological,Annotator3,GLM,model vs. any human annotator,10,0.0
AcquisitionMethod,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Age,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CellLine,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
CellType,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Chromatography,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
CleavageAgent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
CollisionEnergy,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Disease,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
EnrichmentMethod,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
FactorValue,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationFraction,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationMethod,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentMassTolerance,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentationMethod,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
GradientTime,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Instrument,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
IonizationType,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Label,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
MS2MassAnalyzer,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Modification,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfMissedCleavages,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfSamples,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
OrganismPart,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
PooledSample,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ReductionReagent,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SampleTreatment,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
SamplingTime,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Sex,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Staining,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,1.0
SupplementaryFile,technical,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
Time,experimental_design,Annotator4,Annotator5,MultiHuman annotator vs. MultiHuman annotator,2,
