pxd,cohort,field,kind,score,category,old_values,new_values
PXD007896,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD008012,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD008012,with_methods,factor_value,lin,1.0,agree,"[""relapsed vs cured""]","[""relapsed vs cured cases""]"
PXD008012,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""34""]","[""34""]"
PXD008012,with_methods,number_of_samples,numeric,0.0,agree,"[""113"", ""34""]","[""34""]"
PXD008012,with_methods,technology_type,lin,0.9203040932668588,partial,"[""bottom-up proteomics"", ""label-free quantification"", ""phosphoproteomics""]","[""shotgun proteomics""]"
PXD008130,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""shotgun proteomics""]"
PXD008252,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD008252,with_methods,factor_value,lin,0.0,disagree,"[""rnid1 vs anti-nkp44 mab""]","[""rnid1 vs anti-nkp44 mab vs absence""]"
PXD008252,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD008252,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD008525,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD008525,abstract_only,factor_value,lin,,,"[""wild type vs p300 knockout""]","[""wt vs p300 ko""]"
PXD008525,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD008691,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD008855,abstract_only,technology_type,lin,0.43895122933337194,disagree,"[""lc-ms""]","[""shotgun proteomics""]"
PXD008939,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD008939,abstract_only,factor_value,lin,1.0,agree,"[""vinblastine or taxol""]","[""vinblastine or taxol""]"
PXD008939,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""top-down proteomics""]"
PXD009029,with_methods,biological_replicate,numeric,,,"[""patient pairs""]","[""289""]"
PXD009029,with_methods,experimental_design,exact,0.0,disagree,"[""longitudinal""]","[""time course""]"
PXD009029,with_methods,factor_value,lin,,,"[""baseline vs 8 weeks""]","[""baseline vs 8 weeks treatment""]"
PXD009029,with_methods,number_of_fractions,numeric,48.0,disagree,"[""24""]","[""72""]"
PXD009029,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""289""]","[""289""]"
PXD009029,with_methods,number_of_samples,numeric,0.0,agree,"[""289""]","[""289""]"
PXD009029,with_methods,technology_type,lin,0.43895122933337194,disagree,"[""multiplexed ion mobility-mass spectrometry""]","[""ion mobility-mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD009142,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD009142,with_methods,factor_value,lin,1.0,agree,"[""ipsc-derived cecs vs human ce""]","[""ipscs-derived cecs vs human ce""]"
PXD009142,with_methods,number_of_fractions,numeric,0.0,agree,"[""24""]","[""24""]"
PXD009142,with_methods,number_of_samples,numeric,0.0,agree,"[""2""]","[""2""]"
PXD009142,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""label-free quantitative proteomics"", ""shotgun proteomics""]"
PXD009267,abstract_only,technology_type,lin,0.8695337632051017,partial,"[""phosphoproteomics"", ""quantitative mass spectrometry""]","[""shotgun proteomics""]"
PXD009321,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009321,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""time course"", ""treated vs control""]"
PXD009321,with_methods,factor_value,lin,1.0,agree,"[""uninfected vs infected""]","[""infection status"", ""phosphonoformate (pfa) treatment"", ""time post infection""]"
PXD009321,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009321,with_methods,number_of_samples,numeric,18.0,disagree,"[""30""]","[""12""]"
PXD009321,with_methods,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""targeted proteomics""]"
PXD009374,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD009374,with_methods,factor_value,lin,,,"[""cdkl5 knockout vs reintroduced""]","[""cdkl5 knock-out vs wild-type""]"
PXD009374,with_methods,number_of_fractions,numeric,0.0,agree,"[""12""]","[""12""]"
PXD009374,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009374,with_methods,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD009374,with_methods,technology_type,lin,0.9887877665394377,partial,"[""bottom-up proteomics"", ""shotgun proteomics"", ""tmt-based phosphoproteomics""]","[""shotgun proteomics""]"
PXD009476,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD009476,with_methods,number_of_fractions,numeric,0.0,agree,"[""24""]","[""24""]"
PXD009476,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD009560,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD009560,abstract_only,factor_value,lin,1.7576390555917382e-05,disagree,"[""zikv infection""]","[""treatment""]"
PXD009560,abstract_only,technology_type,lin,0.8326566138472078,partial,"[""affinity proteomics""]","[""shotgun proteomics""]"
PXD009603,with_methods,biological_replicate,numeric,14.0,disagree,"[""100"", ""14""]","[""114""]"
PXD009603,with_methods,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD009603,with_methods,factor_value,lin,1.0,agree,"[""time period""]","[""sample age"", ""time period""]"
PXD009603,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""114""]","[""114""]"
PXD009603,with_methods,number_of_samples,numeric,0.0,agree,"[""114""]","[""114""]"
PXD009603,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD009737,abstract_only,number_of_biological_replicates,numeric,2.0,disagree,"[""1""]","[""3""]"
PXD009737,abstract_only,number_of_samples,numeric,2.0,disagree,"[""1""]","[""3""]"
PXD009737,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD009801,abstract_only,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009801,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD009801,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009801,abstract_only,number_of_samples,numeric,0.0,agree,"[""3""]","[""3""]"
PXD009801,abstract_only,technology_type,lin,0.9831816498091566,partial,"[""bottom-up proteomics"", ""shotgun proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD009880,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD009880,abstract_only,factor_value,lin,1.0,agree,"[""ethe1 deficiency""]","[""ethe1 deficiency vs control""]"
PXD009880,abstract_only,technology_type,lin,1.0,agree,"[""tmt-based large-scale proteomics""]","[""shotgun proteomics""]"
PXD010132,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD010223,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD010223,with_methods,technology_type,lin,0.9831816498091566,partial,"[""bottom-up proteomics"", ""shotgun proteomics""]","[""shotgun proteomics""]"
PXD010393,with_methods,number_of_fractions,numeric,0.0,agree,"[""46""]","[""46""]"
PXD010393,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD010393,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD010538,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD010538,with_methods,factor_value,lin,0.9802836491342223,partial,"[""nnos/nos1 expression"", ""rapamycin treatment"", ""serum-free starvation""]","[""nos1 expression vs control"", ""rapamycin vs vehicle"", ""starvation vs full medium""]"
PXD010538,with_methods,technology_type,lin,0.5001691364650702,partial,"[""redox proteomics"", ""silac""]","[""label free"", ""shotgun proteomics""]"
PXD010708,abstract_only,number_of_fractions,numeric,0.0,agree,"[""54""]","[""54""]"
PXD010708,abstract_only,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD010708,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD010708,abstract_only,number_of_samples,numeric,0.0,agree,"[""5""]","[""5""]"
PXD010708,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD011000,abstract_only,biological_replicate,numeric,2.0,disagree,"[""5""]","[""3""]"
PXD011000,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD011000,abstract_only,factor_value,lin,,,"[""lesional vs nonlesional""]","[""lesional vs nonlesional""]"
PXD011000,abstract_only,number_of_biological_replicates,numeric,5.0,disagree,"[""5""]","[""10""]"
PXD011000,abstract_only,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD011000,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD011456,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD017799,with_methods,biological_replicate,numeric,8.0,disagree,"[""8""]","[""16""]"
PXD017799,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD017799,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD017799,with_methods,factor_value,lin,,,"[""oab vs control""]","[""oab vs control""]"
PXD017799,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD017799,with_methods,number_of_biological_replicates,numeric,8.0,disagree,"[""8""]","[""16""]"
PXD017799,with_methods,number_of_samples,numeric,0.0,agree,"[""16""]","[""16""]"
PXD017799,with_methods,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""targeted proteomics""]"
PXD021106,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD021106,with_methods,factor_value,lin,1.0,agree,"[""mouth breathing vs nose breathing""]","[""mouth breathing vs nose breathing""]"
PXD021106,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD021106,with_methods,number_of_samples,numeric,0.0,agree,"[""20""]","[""20""]"
PXD021106,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD030990,with_methods,biological_replicate,numeric,0.0,agree,"[""11""]","[""11""]"
PXD030990,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD030990,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD030990,with_methods,factor_value,lin,1.0,agree,"[""digestion method""]","[""digestion method""]"
PXD030990,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD030990,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""11""]","[""11""]"
PXD030990,with_methods,number_of_samples,numeric,0.0,agree,"[""22""]","[""22""]"
PXD030990,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD046331,with_methods,biological_replicate,numeric,,,"[""3""]","[""cell lines""]"
PXD046331,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD046331,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD046331,with_methods,factor_value,lin,0.500007544073352,partial,"[""aox expression"", ""knockout""]","[""wt vs ko"", ""\u00b1 aox""]"
PXD046331,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD046331,with_methods,technology_type,lin,1.0,agree,"[""label-free quantification mass spectrometry""]","[""bottom-up proteomics"", ""label-free quantification mass spectrometry""]"
PXD046417,abstract_only,technology_type,lin,1.0,agree,"[""data-independent acquisition""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD046637,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD046637,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics"", ""glycoproteomics"", ""phosphoproteomics""]"
PXD046734,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""time course"", ""treated vs control""]"
PXD046734,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD046793,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD046793,abstract_only,factor_value,lin,0.0,disagree,"[""lps stimulation""]","[""lps stimulation time""]"
PXD046793,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""chemical cross-linking coupled with mass spectrometry proteomics"", ""data-dependent acquisition""]"
PXD046871,with_methods,biological_replicate,numeric,0.0,agree,"[""4""]","[""4""]"
PXD046871,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD046871,with_methods,factor_value,lin,,,"[""atra-induced differentiation time points""]","[""atra time points"", ""imr-32 vs sh-sy5y""]"
PXD046871,with_methods,number_of_fractions,numeric,0.0,agree,"[""8""]","[""8""]"
PXD046871,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD046871,with_methods,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD046871,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics"", ""targeted proteomics""]","[""bottom-up proteomics""]"
PXD047066,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047066,with_methods,factor_value,lin,1.0,agree,"[""senescent vs non-senescent""]","[""senescent vs non-senescent""]"
PXD047066,with_methods,number_of_fractions,numeric,0.0,agree,"[""20""]","[""20""]"
PXD047066,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""itraq-labeling quantitative proteomics""]"
PXD047169,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047169,with_methods,factor_value,lin,0.0,disagree,"[""mustn1-deficient vs wild-type""]","[""mustn1 deficient vs wild-type""]"
PXD047169,with_methods,number_of_fractions,numeric,0.0,agree,"[""8""]","[""8""]"
PXD047169,with_methods,technology_type,lin,0.8758690474807684,partial,"[""data-independent acquisition""]","[""data-dependent acquisition"", ""targeted proteomics"", ""tmt labeling""]"
PXD047313,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD047313,with_methods,factor_value,lin,1.0,agree,"[""mitochondrial disease vs control""]","[""mitochondrial disease vs control""]"
