pxd,cohort,old_fields,new_fields,shared_fields,earlier_only_fields,expanded_only_fields,old_values,new_values,field_jaccard,field_delta,value_delta,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_pairs_jaccard,hierarchical_inclusive_pairs_jaccard,semantic_inclusive_pairs_jaccard
PXD007122,abstract_only,4,23,4,0,19,5,27,0.17391304347826086,19,22,1,1,2,0.03225806451612903,0.03225806451612903,0.06666666666666667
PXD007234,abstract_only,7,21,7,0,14,7,32,0.3333333333333333,14,25,5,5,6,0.14705882352941177,0.14705882352941177,0.18181818181818182
PXD007592,with_methods,28,26,26,2,0,35,32,0.9285714285714286,-2,-3,27,27,29,0.675,0.675,0.7631578947368421
PXD007705,with_methods,27,25,25,2,0,42,35,0.9259259259259259,-2,-7,27,27,30,0.54,0.54,0.6382978723404256
PXD007759,with_methods,25,24,24,1,0,27,26,0.96,-1,-1,21,22,25,0.65625,0.7096774193548387,0.8928571428571429
PXD007898,abstract_only,8,23,8,0,15,11,32,0.34782608695652173,15,21,6,6,6,0.16216216216216217,0.16216216216216217,0.16216216216216217
PXD008029,abstract_only,8,17,7,1,10,9,26,0.3888888888888889,9,17,6,6,7,0.20689655172413793,0.20689655172413793,0.25
PXD008131,with_methods,29,26,25,4,1,46,32,0.8333333333333334,-3,-14,20,20,24,0.3448275862068966,0.3448275862068966,0.4444444444444444
PXD008260,abstract_only,1,24,1,0,23,1,24,0.041666666666666664,23,23,1,1,1,0.041666666666666664,0.041666666666666664,0.041666666666666664
PXD008454,abstract_only,11,19,10,1,9,11,24,0.5,8,13,6,6,10,0.20689655172413793,0.20689655172413793,0.4
PXD008536,with_methods,26,20,20,6,0,31,24,0.7692307692307693,-6,-7,15,15,19,0.375,0.375,0.5277777777777778
PXD008693,with_methods,27,25,24,3,1,34,32,0.8571428571428571,-2,-2,15,15,19,0.29411764705882354,0.29411764705882354,0.40425531914893614
PXD008863,with_methods,22,18,16,6,2,28,20,0.6666666666666666,-4,-8,12,12,13,0.3333333333333333,0.3333333333333333,0.37142857142857144
PXD008940,abstract_only,1,11,1,0,10,1,14,0.09090909090909091,10,13,1,1,1,0.07142857142857142,0.07142857142857142,0.07142857142857142
PXD009035,with_methods,24,22,22,2,0,33,36,0.9166666666666666,-2,3,23,23,26,0.5,0.5,0.6046511627906976
PXD009144,abstract_only,11,22,9,2,13,11,27,0.375,11,16,5,5,7,0.15151515151515152,0.15151515151515152,0.22580645161290322
PXD009206,with_methods,19,20,18,1,2,20,20,0.8571428571428571,1,0,12,12,14,0.42857142857142855,0.42857142857142855,0.5384615384615384
PXD009276,abstract_only,8,19,6,2,13,8,23,0.2857142857142857,11,15,3,3,4,0.10714285714285714,0.10714285714285714,0.14814814814814814
PXD009327,with_methods,26,29,26,0,3,44,31,0.896551724137931,3,-13,20,20,22,0.36363636363636365,0.36363636363636365,0.41509433962264153
PXD009380,abstract_only,9,15,7,2,8,9,18,0.4117647058823529,6,9,6,6,7,0.2857142857142857,0.2857142857142857,0.35
PXD009477,abstract_only,9,22,7,2,15,9,24,0.2916666666666667,13,15,3,3,6,0.1,0.1,0.2222222222222222
PXD009561,abstract_only,8,23,7,1,16,11,27,0.2916666666666667,15,16,6,6,8,0.1875,0.1875,0.26666666666666666
PXD009606,with_methods,21,23,19,2,4,23,29,0.76,2,6,13,13,14,0.3333333333333333,0.3333333333333333,0.3684210526315789
PXD009741,abstract_only,2,15,2,0,13,2,21,0.13333333333333333,13,19,1,1,2,0.045454545454545456,0.045454545454545456,0.09523809523809523
PXD009803,abstract_only,5,23,5,0,18,5,32,0.21739130434782608,18,27,2,2,3,0.05714285714285714,0.05714285714285714,0.08823529411764706
PXD009891,with_methods,28,27,25,3,2,32,32,0.8333333333333334,-1,0,22,22,26,0.5238095238095238,0.5238095238095238,0.6842105263157895
PXD009933,with_methods,28,31,28,0,3,30,36,0.9032258064516129,3,6,18,18,22,0.375,0.375,0.5
PXD010073,abstract_only,9,26,9,0,17,11,26,0.34615384615384615,17,15,4,4,6,0.12121212121212122,0.12121212121212122,0.1935483870967742
PXD010142,abstract_only,11,22,11,0,11,19,54,0.5,11,35,12,12,16,0.19672131147540983,0.19672131147540983,0.2807017543859649
PXD010260,with_methods,21,29,20,1,9,21,33,0.6666666666666666,8,12,11,11,18,0.2558139534883721,0.2558139534883721,0.5
PXD010406,with_methods,20,23,15,5,8,26,30,0.5357142857142857,3,4,12,12,12,0.2727272727272727,0.2727272727272727,0.2727272727272727
PXD010579,abstract_only,9,25,8,1,17,10,28,0.3076923076923077,16,18,6,6,8,0.1875,0.1875,0.26666666666666666
PXD010786,abstract_only,8,19,8,0,11,8,25,0.42105263157894735,11,17,7,7,7,0.2692307692307692,0.2692307692307692,0.2692307692307692
PXD011009,abstract_only,4,11,3,1,8,4,13,0.25,7,9,2,2,3,0.13333333333333333,0.13333333333333333,0.21428571428571427
PXD011183,abstract_only,9,24,9,0,15,11,30,0.375,15,19,7,7,8,0.20588235294117646,0.20588235294117646,0.24242424242424243
PXD011467,abstract_only,13,19,13,0,6,13,23,0.6842105263157895,6,10,7,7,9,0.2413793103448276,0.2413793103448276,0.3333333333333333
PXD012792,abstract_only,14,19,11,3,8,14,24,0.5,5,10,7,7,8,0.22580645161290322,0.22580645161290322,0.26666666666666666
PXD018110,with_methods,25,27,23,2,4,32,40,0.7931034482758621,2,8,23,24,24,0.46938775510204084,0.5,0.5
PXD021401,with_methods,27,30,27,0,3,32,37,0.9,3,5,25,25,28,0.5681818181818182,0.5681818181818182,0.6829268292682927
PXD032918,with_methods,25,29,22,3,7,47,46,0.6875,4,-1,30,30,31,0.47619047619047616,0.47619047619047616,0.5
PXD046357,abstract_only,12,19,9,3,10,13,26,0.4090909090909091,7,13,2,2,6,0.05405405405405406,0.05405405405405406,0.18181818181818182
PXD046438,abstract_only,9,21,9,0,12,9,24,0.42857142857142855,12,15,5,5,6,0.17857142857142858,0.17857142857142858,0.2222222222222222
PXD046525,with_methods,20,21,18,2,3,23,23,0.782608695652174,1,0,15,15,18,0.4838709677419355,0.4838709677419355,0.6428571428571429
PXD046640,abstract_only,7,24,6,1,18,8,36,0.24,17,28,5,5,6,0.1282051282051282,0.1282051282051282,0.15789473684210525
PXD046735,abstract_only,0,18,0,0,18,0,19,0.0,18,19,0,0,0,0.0,0.0,0.0
PXD046808,abstract_only,7,20,6,1,14,12,29,0.2857142857142857,13,17,3,3,5,0.07894736842105263,0.07894736842105263,0.1388888888888889
PXD046955,abstract_only,7,20,4,3,16,7,28,0.17391304347826086,13,21,3,3,4,0.09375,0.09375,0.12903225806451613
PXD047019,abstract_only,7,31,7,0,24,12,37,0.22580645161290322,24,25,8,9,10,0.1951219512195122,0.225,0.2564102564102564
PXD047071,abstract_only,6,17,5,1,12,6,22,0.2777777777777778,11,16,2,3,5,0.07692307692307693,0.12,0.21739130434782608
PXD047178,abstract_only,3,19,3,0,16,3,20,0.15789473684210525,16,17,1,1,2,0.045454545454545456,0.045454545454545456,0.09523809523809523
PXD047324,abstract_only,10,25,10,0,15,13,33,0.4,15,20,8,8,10,0.21052631578947367,0.21052631578947367,0.2777777777777778
PXD047436,abstract_only,4,15,3,1,12,5,16,0.1875,11,11,3,3,3,0.16666666666666666,0.16666666666666666,0.16666666666666666
PXD047574,with_methods,28,28,26,2,2,34,37,0.8666666666666667,0,3,19,19,22,0.36538461538461536,0.36538461538461536,0.4489795918367347
PXD047766,abstract_only,12,21,11,1,10,13,22,0.5,9,9,9,9,9,0.34615384615384615,0.34615384615384615,0.34615384615384615
PXD047901,with_methods,32,33,32,0,1,44,51,0.9696969696969697,1,7,24,24,29,0.3380281690140845,0.3380281690140845,0.4393939393939394
PXD047989,abstract_only,5,14,4,1,10,6,14,0.26666666666666666,9,8,2,2,4,0.1111111111111111,0.1111111111111111,0.25
PXD048091,abstract_only,11,21,11,0,10,19,35,0.5238095238095238,10,16,16,16,17,0.42105263157894735,0.42105263157894735,0.4594594594594595
PXD048228,with_methods,24,25,23,1,2,32,27,0.8846153846153846,1,-5,16,16,22,0.37209302325581395,0.37209302325581395,0.5945945945945946
PXD048464,with_methods,28,27,27,1,0,33,37,0.9642857142857143,-1,4,17,17,24,0.32075471698113206,0.32075471698113206,0.5217391304347826
PXD048553,abstract_only,5,28,4,1,24,5,42,0.13793103448275862,23,37,2,2,2,0.044444444444444446,0.044444444444444446,0.044444444444444446
PXD048645,abstract_only,3,20,2,1,18,3,27,0.09523809523809523,17,24,1,1,2,0.034482758620689655,0.034482758620689655,0.07142857142857142
PXD048767,abstract_only,10,20,8,2,12,10,28,0.36363636363636365,10,18,7,7,7,0.22580645161290322,0.22580645161290322,0.22580645161290322
PXD048906,abstract_only,2,15,2,0,13,2,18,0.13333333333333333,13,16,2,2,2,0.1111111111111111,0.1111111111111111,0.1111111111111111
PXD049018,abstract_only,10,18,9,1,9,10,24,0.47368421052631576,8,14,6,6,7,0.21428571428571427,0.21428571428571427,0.25925925925925924
PXD049181,abstract_only,12,21,11,1,10,16,30,0.5,9,14,11,11,12,0.3142857142857143,0.3142857142857143,0.35294117647058826
PXD049302,with_methods,24,26,22,2,4,26,28,0.7857142857142857,2,2,16,16,20,0.42105263157894735,0.42105263157894735,0.5882352941176471
PXD049682,abstract_only,8,25,8,0,17,8,36,0.32,17,28,7,7,7,0.1891891891891892,0.1891891891891892,0.1891891891891892
PXD050045,with_methods,26,26,25,1,1,47,50,0.9259259259259259,0,3,27,27,30,0.38571428571428573,0.38571428571428573,0.44776119402985076
PXD050209,abstract_only,11,23,10,1,13,11,26,0.4166666666666667,12,15,9,9,9,0.32142857142857145,0.32142857142857145,0.32142857142857145
PXD050351,abstract_only,9,22,9,0,13,10,34,0.4090909090909091,13,24,6,6,7,0.15789473684210525,0.15789473684210525,0.1891891891891892
PXD050479,abstract_only,12,23,10,2,13,13,26,0.4,11,13,6,6,7,0.18181818181818182,0.18181818181818182,0.21875
PXD050581,with_methods,28,25,24,4,1,51,57,0.8275862068965517,-3,6,35,36,41,0.4794520547945205,0.5,0.6119402985074627
PXD050772,abstract_only,3,21,3,0,18,4,35,0.14285714285714285,18,31,1,1,3,0.02631578947368421,0.02631578947368421,0.08333333333333333
PXD050909,with_methods,23,24,21,2,3,35,49,0.8076923076923077,1,14,22,22,24,0.3548387096774194,0.3548387096774194,0.4
PXD050991,abstract_only,8,20,8,0,12,8,22,0.4,12,14,4,4,5,0.15384615384615385,0.15384615384615385,0.2
PXD051089,abstract_only,10,22,9,1,13,10,25,0.391304347826087,12,15,7,7,8,0.25,0.25,0.2962962962962963
PXD051224,abstract_only,10,19,9,1,10,14,30,0.45,9,16,10,10,10,0.29411764705882354,0.29411764705882354,0.29411764705882354
PXD051473,abstract_only,7,25,7,0,18,8,29,0.28,18,21,5,6,7,0.15625,0.1935483870967742,0.23333333333333334
PXD051689,abstract_only,1,15,1,0,14,1,15,0.06666666666666667,14,14,0,0,0,0.0,0.0,0.0
PXD051737,abstract_only,1,21,1,0,20,1,29,0.047619047619047616,20,28,1,1,1,0.034482758620689655,0.034482758620689655,0.034482758620689655
PXD051889,abstract_only,9,19,6,3,13,19,28,0.2727272727272727,10,9,3,3,4,0.06818181818181818,0.06818181818181818,0.09302325581395349
PXD052011,abstract_only,13,26,11,2,15,17,35,0.39285714285714285,13,18,8,8,10,0.18181818181818182,0.18181818181818182,0.23809523809523808
PXD052205,abstract_only,9,20,8,1,12,9,23,0.38095238095238093,11,14,6,6,7,0.23076923076923078,0.23076923076923078,0.28
PXD052554,abstract_only,10,25,10,0,15,14,32,0.4,15,18,9,9,11,0.24324324324324326,0.24324324324324326,0.3142857142857143
PXD052756,abstract_only,10,27,10,0,17,10,37,0.37037037037037035,17,27,4,4,4,0.09302325581395349,0.09302325581395349,0.09302325581395349
PXD052912,abstract_only,11,28,10,1,18,11,29,0.3448275862068966,17,18,6,7,9,0.17647058823529413,0.21212121212121213,0.2903225806451613
PXD053141,abstract_only,0,10,0,0,10,0,14,0.0,10,14,0,0,0,0.0,0.0,0.0
PXD053308,with_methods,28,29,26,2,3,50,47,0.8387096774193549,1,-3,26,26,30,0.36619718309859156,0.36619718309859156,0.44776119402985076
PXD053502,with_methods,24,26,24,0,2,36,33,0.9230769230769231,2,-3,25,25,28,0.5681818181818182,0.5681818181818182,0.6829268292682927
PXD053814,with_methods,24,27,24,0,3,30,31,0.8888888888888888,3,1,17,17,21,0.38636363636363635,0.38636363636363635,0.525
PXD053929,abstract_only,1,23,1,0,22,1,25,0.043478260869565216,22,24,1,1,1,0.04,0.04,0.04
PXD054065,abstract_only,6,22,6,0,16,7,26,0.2727272727272727,16,19,6,6,6,0.2222222222222222,0.2222222222222222,0.2222222222222222
PXD054207,abstract_only,4,22,4,0,18,4,28,0.18181818181818182,18,24,2,2,4,0.06666666666666667,0.06666666666666667,0.14285714285714285
PXD054323,abstract_only,13,25,13,0,12,13,32,0.52,12,19,10,10,10,0.2857142857142857,0.2857142857142857,0.2857142857142857
PXD054505,abstract_only,8,21,7,1,14,8,27,0.3181818181818182,13,19,3,3,4,0.09375,0.09375,0.12903225806451613
PXD054686,abstract_only,7,20,7,0,13,8,33,0.35,13,25,5,5,7,0.1388888888888889,0.1388888888888889,0.20588235294117646
PXD055011,abstract_only,9,14,7,2,7,11,14,0.4375,5,3,5,5,5,0.25,0.25,0.25
PXD055262,abstract_only,6,28,6,0,22,10,39,0.21428571428571427,22,29,6,6,7,0.13953488372093023,0.13953488372093023,0.16666666666666666
PXD055586,with_methods,29,25,25,4,0,35,42,0.8620689655172413,-4,7,28,28,29,0.5714285714285714,0.5714285714285714,0.6041666666666666
PXD055814,abstract_only,6,20,6,0,14,9,32,0.3,14,23,5,5,6,0.1388888888888889,0.1388888888888889,0.17142857142857143
PXD055973,abstract_only,11,21,11,0,10,12,33,0.5238095238095238,10,21,7,7,9,0.18421052631578946,0.18421052631578946,0.25
PXD056064,abstract_only,2,14,2,0,12,2,16,0.14285714285714285,12,14,0,0,0,0.0,0.0,0.0
PXD056099,abstract_only,1,18,1,0,17,1,25,0.05555555555555555,17,24,0,0,1,0.0,0.0,0.04
PXD056170,abstract_only,0,22,0,0,22,0,22,0.0,22,22,0,0,0,0.0,0.0,0.0
PXD056196,abstract_only,3,21,3,0,18,3,32,0.14285714285714285,18,29,2,2,2,0.06060606060606061,0.06060606060606061,0.06060606060606061
PXD056286,with_methods,25,21,19,6,2,37,29,0.7037037037037037,-4,-8,21,21,22,0.4666666666666667,0.4666666666666667,0.5
PXD056371,with_methods,11,27,10,1,17,15,35,0.35714285714285715,16,20,9,9,12,0.21951219512195122,0.21951219512195122,0.3157894736842105
PXD056479,with_methods,29,30,29,0,1,49,46,0.9666666666666667,1,-3,29,29,33,0.4393939393939394,0.4393939393939394,0.532258064516129
PXD056564,abstract_only,8,18,7,1,11,8,20,0.3684210526315789,10,12,6,6,6,0.2727272727272727,0.2727272727272727,0.2727272727272727
PXD056759,abstract_only,12,21,11,1,10,12,28,0.5,9,16,4,4,10,0.1111111111111111,0.1111111111111111,0.3333333333333333
PXD056908,abstract_only,2,13,2,0,11,2,17,0.15384615384615385,11,15,0,0,0,0.0,0.0,0.0
PXD057009,abstract_only,9,13,8,1,5,9,13,0.5714285714285714,4,4,6,7,7,0.375,0.4666666666666667,0.4666666666666667
PXD057149,with_methods,27,29,26,1,3,41,42,0.8666666666666667,2,1,31,31,32,0.5961538461538461,0.5961538461538461,0.6274509803921569
PXD057211,with_methods,17,18,15,2,3,25,27,0.75,1,2,16,16,19,0.4444444444444444,0.4444444444444444,0.5757575757575758
PXD057390,abstract_only,5,21,5,0,16,5,28,0.23809523809523808,16,23,1,2,2,0.03125,0.06451612903225806,0.06451612903225806
PXD057472,abstract_only,8,29,7,1,22,10,39,0.23333333333333334,21,29,5,5,7,0.11363636363636363,0.11363636363636363,0.16666666666666666
PXD057614,with_methods,27,22,22,5,0,41,29,0.8148148148148148,-5,-12,12,12,19,0.20689655172413793,0.20689655172413793,0.37254901960784315
PXD057707,abstract_only,8,13,5,3,8,9,18,0.3125,5,9,3,3,4,0.125,0.125,0.17391304347826086
PXD057832,abstract_only,6,20,5,1,15,6,25,0.23809523809523808,14,19,4,4,5,0.14814814814814814,0.14814814814814814,0.19230769230769232
PXD057944,with_methods,28,26,25,3,1,32,27,0.8620689655172413,-2,-5,20,20,23,0.5128205128205128,0.5128205128205128,0.6388888888888888
PXD058072,abstract_only,0,23,0,0,23,0,29,0.0,23,29,0,0,0,0.0,0.0,0.0
PXD058235,with_methods,19,20,18,1,2,29,29,0.8571428571428571,1,0,25,25,25,0.7575757575757576,0.7575757575757576,0.7575757575757576
PXD058323,abstract_only,9,18,9,0,9,9,22,0.5,9,13,8,8,8,0.34782608695652173,0.34782608695652173,0.34782608695652173
PXD058422,with_methods,25,21,21,4,0,38,32,0.84,-4,-6,17,17,22,0.32075471698113206,0.32075471698113206,0.4583333333333333
PXD058539,abstract_only,8,17,7,1,10,8,20,0.3888888888888889,9,12,1,2,2,0.037037037037037035,0.07692307692307693,0.07692307692307693
PXD058584,abstract_only,14,22,12,2,10,26,38,0.5,8,12,6,7,11,0.10344827586206896,0.12280701754385964,0.20754716981132076
PXD058689,abstract_only,13,20,13,0,7,14,23,0.65,7,9,6,7,10,0.1935483870967742,0.23333333333333334,0.37037037037037035
PXD058753,abstract_only,14,24,13,1,11,19,24,0.52,10,5,6,6,9,0.16216216216216217,0.16216216216216217,0.2647058823529412
PXD058847,abstract_only,8,12,6,2,6,8,13,0.42857142857142855,4,5,3,3,6,0.16666666666666666,0.16666666666666666,0.4
PXD058963,abstract_only,12,28,11,1,17,12,34,0.3793103448275862,16,22,8,8,10,0.21052631578947367,0.21052631578947367,0.2777777777777778
PXD059092,abstract_only,12,20,12,0,8,12,24,0.6,8,12,9,9,10,0.3333333333333333,0.3333333333333333,0.38461538461538464
PXD059386,with_methods,31,25,24,7,1,55,30,0.75,-6,-25,15,15,19,0.21428571428571427,0.21428571428571427,0.2878787878787879
PXD059522,abstract_only,4,24,4,0,20,4,29,0.16666666666666666,20,25,3,3,3,0.1,0.1,0.1
PXD059598,abstract_only,9,27,9,0,18,9,28,0.3333333333333333,18,19,6,6,8,0.1935483870967742,0.1935483870967742,0.27586206896551724
PXD059782,with_methods,10,21,8,2,13,10,32,0.34782608695652173,11,22,5,5,7,0.13513513513513514,0.13513513513513514,0.2
PXD059940,abstract_only,14,28,14,0,14,14,37,0.5,14,23,8,8,10,0.18604651162790697,0.18604651162790697,0.24390243902439024
PXD060014,abstract_only,2,8,1,1,7,2,8,0.1111111111111111,6,6,0,0,1,0.0,0.0,0.1111111111111111
PXD060102,abstract_only,6,23,6,0,17,6,31,0.2608695652173913,17,25,3,3,5,0.08823529411764706,0.08823529411764706,0.15625
PXD060285,with_methods,25,14,13,12,1,33,24,0.5,-11,-9,10,10,13,0.2127659574468085,0.2127659574468085,0.29545454545454547
PXD060372,abstract_only,8,18,8,0,10,8,22,0.4444444444444444,10,14,5,6,8,0.2,0.25,0.36363636363636365
PXD060572,abstract_only,12,25,11,1,14,15,31,0.4230769230769231,13,16,11,11,13,0.3142857142857143,0.3142857142857143,0.3939393939393939
PXD060761,abstract_only,11,17,8,3,9,12,23,0.4,6,11,4,4,5,0.12903225806451613,0.12903225806451613,0.16666666666666666
PXD060812,abstract_only,7,23,7,0,16,7,32,0.30434782608695654,16,25,3,3,5,0.08333333333333333,0.08333333333333333,0.14705882352941177
PXD060883,abstract_only,8,24,8,0,16,8,31,0.3333333333333333,16,23,6,6,7,0.18181818181818182,0.18181818181818182,0.21875
PXD060946,abstract_only,0,18,0,0,18,0,22,0.0,18,22,0,0,0,0.0,0.0,0.0
PXD061038,abstract_only,1,21,1,0,20,1,29,0.047619047619047616,20,28,0,0,1,0.0,0.0,0.034482758620689655
PXD061104,with_methods,24,23,22,2,1,29,31,0.88,-1,2,21,21,23,0.5384615384615384,0.5384615384615384,0.6216216216216216
PXD061212,with_methods,15,19,13,2,6,19,22,0.6190476190476191,4,3,11,11,13,0.36666666666666664,0.36666666666666664,0.4642857142857143
PXD061307,with_methods,16,27,16,0,11,16,33,0.5925925925925926,11,17,10,10,13,0.2564102564102564,0.2564102564102564,0.3611111111111111
PXD061467,abstract_only,7,22,6,1,16,7,24,0.2608695652173913,15,17,3,3,6,0.10714285714285714,0.10714285714285714,0.24
PXD061596,abstract_only,13,19,11,2,8,14,26,0.5238095238095238,6,12,7,8,9,0.21212121212121213,0.25,0.2903225806451613
PXD061660,abstract_only,10,18,9,1,9,11,21,0.47368421052631576,8,10,5,5,6,0.18518518518518517,0.18518518518518517,0.23076923076923078
PXD061791,abstract_only,16,19,8,8,11,18,22,0.2962962962962963,3,4,8,8,8,0.25,0.25,0.25
PXD061855,abstract_only,6,16,6,0,10,6,23,0.375,10,17,4,4,5,0.16,0.16,0.20833333333333334
PXD061925,with_methods,17,20,15,2,5,23,29,0.6818181818181818,3,6,12,12,16,0.3,0.3,0.4444444444444444
PXD062112,with_methods,19,19,17,2,2,27,32,0.8095238095238095,0,5,22,22,23,0.5945945945945946,0.5945945945945946,0.6388888888888888
PXD062322,abstract_only,7,19,5,2,14,15,31,0.23809523809523808,12,16,2,3,4,0.045454545454545456,0.06976744186046512,0.09523809523809523
PXD062431,abstract_only,8,15,8,0,7,8,17,0.5333333333333333,7,9,5,5,6,0.25,0.25,0.3157894736842105
PXD062536,abstract_only,14,17,10,4,7,14,25,0.47619047619047616,3,11,7,7,10,0.21875,0.21875,0.3448275862068966
PXD062745,abstract_only,11,24,11,0,13,12,27,0.4583333333333333,13,15,6,6,10,0.18181818181818182,0.18181818181818182,0.3448275862068966
PXD062852,abstract_only,2,25,2,0,23,2,28,0.08,23,26,0,1,2,0.0,0.034482758620689655,0.07142857142857142
PXD063002,abstract_only,14,21,11,3,10,15,26,0.4583333333333333,7,11,7,8,10,0.20588235294117646,0.24242424242424243,0.3225806451612903
PXD063179,with_methods,28,27,27,1,0,39,33,0.9642857142857143,-1,-6,25,25,26,0.5319148936170213,0.5319148936170213,0.5652173913043478
PXD063455,abstract_only,3,26,3,0,23,3,29,0.11538461538461539,23,26,2,2,2,0.06666666666666667,0.06666666666666667,0.06666666666666667
PXD063535,abstract_only,1,21,1,0,20,1,26,0.047619047619047616,20,25,0,0,0,0.0,0.0,0.0
PXD063682,with_methods,15,19,15,0,4,15,22,0.7894736842105263,4,7,11,11,14,0.4230769230769231,0.4230769230769231,0.6086956521739131
PXD063859,abstract_only,4,18,4,0,14,5,18,0.2222222222222222,14,13,3,3,4,0.15,0.15,0.21052631578947367
PXD063983,with_methods,21,23,21,0,2,24,27,0.9130434782608695,2,3,17,17,20,0.5,0.5,0.6451612903225806
PXD064067,abstract_only,1,19,1,0,18,1,30,0.05263157894736842,18,29,1,1,1,0.03333333333333333,0.03333333333333333,0.03333333333333333
PXD064244,abstract_only,7,23,7,0,16,15,33,0.30434782608695654,16,18,9,9,11,0.23076923076923078,0.23076923076923078,0.2972972972972973
