field,value,ontology_id
ptm,dimethyl,
ptm,dimethyl (k),
ptm,"dimethyl light, intermediate or heavy of (k) and (n-term)",
ptm,dimethyl:2h(4),
ptm,dimethyl[k],
ptm,dimethyl[k]/+28.031,
ptm,dimethylated residue,MOD:00429
ptm,dimethylation,
ptm,dimethylation (lysine),
ptm,dioxidation,
ptm,disulfide bond,
ptm,disulfide bridges,
ptm,disulfide crosslinked residues,MOD:00689
ptm,disulfides,
ptm,dithiomethane,
ptm,dithiomethylation of cysteine,
ptm,e->pyro-e,
ptm,excision on n-term met,
ptm,farnesylated residue,MOD:00437
ptm,farnesylation,
ptm,farnesylation on the c-terminal cysteine,
ptm,fixed carbamidomethyl cysteine,
ptm,fixed carbamidomethyl modification to cysteine,
ptm,fixed carbamidomethyl modifications of cys residues,
ptm,fixed cysteine carbamidomethyl modification,
ptm,fixed tmt modification (229.16293 da) on lysines and the n-terminus,
ptm,formation of pyroglutamate,
ptm,formylated residue,MOD:00493
ptm,formylation,
ptm,formylation (st),
ptm,formylation of the n-terminus,
ptm,geranylgeranylated residue,MOD:00441
ptm,gln to pyro-glu formation (n-term. gln),
ptm,gln->pyro-glu,
ptm,gln->pyro-glu (n-term q),
ptm,gln→pyro-glu,
ptm,gln→pyro-glu(n-term q),
ptm,gln→pyro‐glu of the n terminus,
ptm,glu->pyro-glu,
ptm,glu->pyro-glu (n-term e),
ptm,glutamic acid (e),
ptm,glutamine (q),
ptm,glutamine and asparagine deamidation,
ptm,glutamine deamidation,
ptm,glutamine or glutamic acid conversion to pyroglutamic acid,
ptm,glutamine to pyroglutamate,
ptm,glutamine/asparagine deamidation,
ptm,glutamine/asparagine deamination,
ptm,glu→pyro‐glu of the n terminus,
ptm,glycation,
ptm,glycoproteins,
ptm,glycosaminoglycans,
ptm,glycosylation,
ptm,glygly,
ptm,glygly (k),
ptm,glygly modification of the lysine sidechain,
ptm,glygly of lysine,
ptm,glygly+tmtpro (lys),
ptm,guanidination,
ptm,guanidination (k),
ptm,h2n2,
ptm,h2n2f1,
ptm,h3k27me3,
ptm,h3n2f1,
ptm,h5n2,
ptm,h6n2,
ptm,half cystine,MOD:00798
ptm,"heavy carbamidomethylation (13c2, 2-d2)",
ptm,hex,
ptm,hex(1)hexnac(1),
ptm,hex(1)hexnac(1) (s/t),
ptm,hex-hexnac,MOD:01135
ptm,hex-hexnac-dhex,
ptm,hex9hexnac2 n4-glycosylated asparagine,MOD:02036
ptm,"hexasaccharide structure [hexa(–h2o)hexnachexahexhexxyl-o-] without (c37h55no30, 993.2809 u), with one (c37h55no33s, 1073.2377 u), or with two (c37h55no36s2, 1153.1945 u) sulfate groups attached",
ptm,hexnac,MOD:00436
ptm,hexnac (s/t),
ptm,hexnac and hex(1)hexnac(1) modification of serine and threonine residues,
ptm,hexnac modification,
ptm,hexnac-dhex,
ptm,hexnacylation (n),
ptm,hexosylated residue,MOD:00434
ptm,histidine (h),
ptm,histone acetylation,
ptm,histone methylation,
ptm,histone modifications,
ptm,homoserine,MOD:00403
ptm,homoserine lactone,MOD:00404
ptm,hydrolyzed n-ethylmaleimide cysteine adduct,MOD:01349
ptm,hydrolyzed n-methylmaleimide cysteine adduct,MOD:00939
ptm,hydroxylation,
ptm,hydroxylation of lysine and proline,
ptm,hydroxylation of proline,
ptm,hydroxyproline,MOD:01024
ptm,iodination (y),
ptm,iodoacetamide,
ptm,iodoacetamide derivatized amino-terminal residue,MOD:01090
ptm,iodoacetamide derivatized residue,MOD:00397
ptm,iodoacetic acid derivatized residue,MOD:00399
ptm,iodoacetmaide (m),
ptm,iodotmt (cys),
ptm,iron (ed),
ptm,isgylation,
ptm,iso-asp-tris (103.06 da),
ptm,isobaric ptm,
ptm,isotope labeled residue,MOD:00702
ptm,itraq,
ptm,itraq 8-plex,
ptm,itraq 8-plex modification,
ptm,itraq 8-plex of lysine,
ptm,itraq 8-plex of peptide n-term,
ptm,itraq labeling,
ptm,itraq modification of lysine,
ptm,itraq modification of n-terminal residue,
ptm,itraq on lys and peptide n-term,
ptm,itraq on tyr,
ptm,itraq-8plex (k),
ptm,itraq-8plex (n-term),
ptm,itraq4plex-116 reporter+balance reagent acylated residue,MOD:01499
ptm,itraq8plex (k),
ptm,itraq8plex (n-term),
ptm,itraq8plex-116 reporter+balance reagent acylated residue,MOD:01549
ptm,"l-[13c6,15n2]-lysine",
ptm,"l-[13c6,15n4]-arginine",
ptm,l-citrulline,MOD:00219
ptm,l-cysteine methyl disulfide,MOD:00110
ptm,l-histidine residue,MOD:00018
ptm,l-methionine sulfoxide,MOD:00719
ptm,lactic acid,MOD:00194
ptm,lactylation,
ptm,lewis fucosylation,
ptm,long-chain s-acylation,
ptm,loss,
ptm,loss + acylation,
ptm,loss of methionine,
ptm,loss of protein n-terminal methionine,
ptm,lys,MOD:00021
ptm,lys (k) and peptide terminus biotinylation,
ptm,lys acetylation,
ptm,lys sumoylation,
ptm,lys8 (k),
ptm,lysine (k),
ptm,lysine 2-hydroxyisobutyrylation,
ptm,lysine acetylation,
ptm,lysine desthiobiotinylation,
ptm,lysine dimethylation,
ptm,lysine early glycation,
ptm,lysine lactylation,
ptm,lysine monomethylation,
ptm,lysine pyrraline,
ptm,lysine tmt6plex,
ptm,lysine trimethylation,
ptm,m (oxidation),
ptm,m oxidation,
ptm,m6a modification,
ptm,malonylation,
ptm,met oxidation,
ptm,met oxidation (+15.995 da),
ptm,met oxidation of 15.99492,
ptm,met->anl(m),
ptm,met->anl-biotin (m),
ptm,met-loss,
ptm,met-loss + acetyl,
ptm,met-loss+acetyl,
ptm,met-loss+acetylation,
ptm,methionine (m) oxidation,
ptm,methionine loss,
ptm,methionine loss (n terminus),
ptm,methionine loss + acetylation,
ptm,methionine loss and acetylation (n terminus),
ptm,methionine loss and acetylation of protein n-termini,
ptm,methionine loss at the protein n-terminus,
ptm,methionine loss plus acetylation of the protein n-terminus,
ptm,methionine oxidation,
ptm,methionine oxidation (+15.994915 ma),
ptm,methionine oxidation (+15.995 da),
ptm,methionine oxidation (15.9949 da),
ptm,"methionine oxidation (met, + 15.994915 da)",
ptm,methionine oxidation with neutral loss of 64 da,MOD:00935
ptm,methionine oxidations,
ptm,methionine oxidization,
ptm,"methionine, lysine, proline, arginine, cysteine, and asparagine oxidations",
ptm,"methionine, lysine, proline, arginine, cysteine, and asparagine oxidations (+15.99 on ckmnpr)",
ptm,methyl methanethiosulfonate (mmts),
ptm,methyl_propionyl[k],
ptm,methyl_propionyl[k]/+70.042,
ptm,methylated,
ptm,methylated residue,MOD:00427
ptm,methylation,
ptm,methylation (k),
ptm,methylation at arginine,
ptm,methylation at glutamine,
ptm,methylation at lysine,
ptm,"methylation at lysine, glutamine, and arginine",
ptm,methylation of arginine,
ptm,methylation of arginine (mono and di),
ptm,methylation of aspartic and glutamic acids,
ptm,methylation of histone h3 at lysine 27,
ptm,methylation of lysine,
ptm,"methylation of lysine (mono, di, and tri)",
ptm,"methylation of lysine (mono, di, and tri) and arginine (mono and di) as well as cyclization of n-terminal glutamine to pyro-glutamate",
ptm,methylation of lysine or arginine,
ptm,methylation/dimethylation/trimethylation (k),
ptm,methylmethanethiosulfonate (mmts),
ptm,methylthio (c),
ptm,methylthio of cys,
ptm,methylthiol of cysteine,
ptm,methylthiolated residue,MOD:01153
ptm,methylthiolation,
ptm,mmts,MOD:00110
ptm,modification from glu to pyro-glu at the n-terminus,
ptm,mono n-acetylated residue,MOD:00408
ptm,"mono-, di-, and trimethylation",
ptm,monohydroxylated residue,MOD:00425
ptm,monomethylated residue,MOD:00599
ptm,monomethylation,
ptm,"monomethylation (k, r)",
ptm,monomethylation and dimethylation on arginines,
ptm,monosodium salt,MOD:00423
ptm,monoubiquitination,
ptm,msox,
ptm,myristoylated residue,MOD:00438
ptm,myristoylation,
ptm,"n terminus (mono, di, and tri)",
ptm,n-acetylaminoglucosylated residue,MOD:00733
ptm,n-acetylation,MOD:00408
ptm,n-acetylation of the n-terminus of the protein,
ptm,n-acetylhexosamine (hexnac),
ptm,n-acetylhexosaminylated residue,MOD:00436
ptm,n-ethylmaleimide,
ptm,n-ethylmaleimide + water,
ptm,n-ethylmaleimide + water on c,
ptm,n-ethylmaleimide derivatized cysteine,MOD:00483
ptm,n-ethylmaleimide modification,
ptm,n-ethylmaleimide modification of cysteines,
ptm,n-ethylmaleimide on c,
ptm,n-ethylmaleimide on cysteines,
ptm,n-glycosylation,
ptm,n-linked glycosylation,
ptm,n-term acetylation,
ptm,n-term acetylation (+42.010565 da),
ptm,n-term and lysine tmtpro-label,
ptm,n-term m excision,
ptm,n-term n excision,
ptm,n-terminal acetylated,
ptm,n-terminal acetylation,
ptm,n-terminal acetylation (+42.0106 da),
ptm,n-terminal acetylation of peptides,
ptm,n-terminal acetylation of the protein,
ptm,n-terminal acetylations,
ptm,n-terminal acylation,
ptm,n-terminal and lysine tmtpro-labelling,
ptm,n-terminal carbamylation,
ptm,n-terminal conversion of gln to pyroglu,
ptm,n-terminal cyclisation,
ptm,n-terminal glutamate to pyroglutamate conversion,
ptm,n-terminal glutamine residues,
ptm,n-terminal lysine labelling,
ptm,n-terminal methionine cleavage,
ptm,n-terminal methionine cleavage and acetylation,
ptm,n-terminal methionine excision,
ptm,n-terminal methionine loss,
ptm,n-terminal methionine loss and acetylation,
ptm,n-terminal modification by acetylation,
ptm,n-terminal protein acetylation,
ptm,n-terminal pyro-glu,
ptm,n-terminal pyro-glutamate,
ptm,n-terminal specific acetylation,
ptm,n-terminal tmt6plex,
ptm,n-terminal tmtpro labelling,
ptm,n-terminal tmtpro labelling (+304.20715 da),
ptm,n/q de-amidation,
ptm,n1,
ptm,n1f1,
ptm,n6,
ptm,n6-butanoyl-l-lysine,MOD:01781
ptm,n6-succinyl-l-lysine,MOD:01819
ptm,nbf (+163.0012 da),
ptm,nedd8,
ptm,nedd8 to lysine residues,
ptm,nem:2h(5),
ptm,nem:2h(5) + h2o,
ptm,nem:2h(5) + h2o on c,
ptm,nem:2h(5) on c,
ptm,neuac-hex-hexnac,MOD:00517
ptm,neuac-hex-hexnac-dhex,
ptm,no ptms,
ptm,no ptms are included in the dataset,
ptm,n‐acetylation of proteins,
ptm,n‐terminal acetylation,
ptm,"n‐terminal acetylation (n‐terminal, + 42.010565 da)",
ptm,n‐terminal and lysine tmt‐labeling,
ptm,n‐terminal cyclisation,
ptm,n‐terminal lysine tmt‐labeling,
ptm,n‐terminal methionine excision,
ptm,n‐terminal protein acetylation,
ptm,o-(n-acetylamino)glucosyl-l-serine,MOD:00805
ptm,o-(n-acetylamino)glucosyl-l-threonine,MOD:00806
ptm,o-(n-acetylamino)hexosyl-l-serine,MOD:01675
ptm,o-(n-acetylamino)hexosyl-l-threonine,MOD:01676
ptm,o-fucosylation,
ptm,o-glcnac,
ptm,o-glcnacylation,
ptm,o-glycosylation,
ptm,o-linked glycosylation,
ptm,ox(m),
ptm,oxidation,
ptm,oxidation (15.9949 da) on methionine residues,
ptm,oxidation (m),
ptm,oxidation (m) (variable modification),
ptm,"oxidation (m, +15.99492 da)",
ptm,oxidation (met),
ptm,oxidation (methionine),
ptm,oxidation +15.995 da (m),
ptm,oxidation [m],
ptm,oxidation and dioxidation of methionine,
ptm,oxidation at met,
ptm,oxidation at methionine,
ptm,oxidation modifications,
ptm,oxidation of lysine,
ptm,oxidation of m,
ptm,oxidation of met,
ptm,oxidation of met (+15.99),
ptm,oxidation of methionine,
ptm,oxidation of methionine (+15.9949 da),
ptm,oxidation of methionine (m),
ptm,oxidation of methionine residues,
ptm,oxidation of methionine residues (+15.9949 da),
ptm,oxidation of methionine residues (16 da),
ptm,oxidation of methionine residues (to sulfoxides),
ptm,"oxidation of methionine residues, carbamylation at protein n-termini, pyroglutamic acid and acetylation were dynamic modifications.",
ptm,oxidation of methionines,
ptm,oxidation of proline,
ptm,oxidation on met,
ptm,oxidation on met (+15.995 da),
ptm,oxidation on methionine,
ptm,oxidation on methionine (m),
ptm,"oxidation on methionine (m, 15.9949)",
ptm,oxidation on methionine and n-terminal acetylation,
ptm,oxidation or dioxidation modifications,
ptm,oxidation(m),
ptm,oxidations,
ptm,oxidations (of methionine),
ptm,oxidative modification,
ptm,oxidative modifications,
ptm,oxidization,
ptm,oxidization (m),
ptm,oxidization of methionine,
ptm,oxidized,
ptm,oxidized met,
ptm,oxidized methionine,
ptm,oxidized methionine (met),
ptm,oxidized peroxiredoxins,
ptm,o‐glycosylation,
ptm,o‐glycosylation of thr/ser,
ptm,o‐linked glycosylation,
ptm,palmitoylated residue,MOD:00440
ptm,palmitoylation,
ptm,parylation,
ptm,pent-hex,
ptm,pent-pent-hex,
ptm,peptide n-terminal propionylation,
ptm,peptide n-terminal pyroglutamate,
ptm,peptide n‐terminal acetylation,
ptm,phospho,
ptm,"phospho (s, t, y)",
ptm,phospho (s/t),
ptm,"phospho (ser, thr, tyr)",
ptm,phospho (sty),
ptm,phospho (y),
ptm,"phospho(s,t)",
ptm,phospho(sty),
ptm,phospho-(s/t/y),
ptm,phospho-serine residues,
ptm,phospho-tyrosine/serine/threonine (sty),
ptm,phospho[st],
ptm,phospho[st]/+79.966,
ptm,phosphoribose*,
ptm,phosphorylated residue,MOD:00696
ptm,phosphorylation,
ptm,"phosphorylation (+79.699da) of serine, threonine or tyrosine",
ptm,"phosphorylation (79.9663 da) on seryl, threonyl or tyrosyl residues",
ptm,phosphorylation (ps/pt/py),
ptm,"phosphorylation (s, t, y)",
ptm,"phosphorylation (s,t,y)",
ptm,phosphorylation (st),
ptm,phosphorylation (sty),
ptm,phosphorylation at serine,
ptm,"phosphorylation at serine, threonine and tyrosine",
ptm,"phosphorylation at serine, threonine and tyrosine (+79.966 da)",
ptm,"phosphorylation at serine, threonine, and tyrosine",
ptm,phosphorylation at threonine,
ptm,phosphorylation at tyrosine,
ptm,"phosphorylation of s, t, or y",
ptm,"phosphorylation of ser, thr, and tyr residues",
ptm,phosphorylation of ser/thr or tyr residues,
ptm,phosphorylation of ser/thr/tyr,
ptm,phosphorylation of serine,
ptm,"phosphorylation of serine (s), threonine (t), and tyrosine (y)",
ptm,phosphorylation of serine and threonine,
ptm,"phosphorylation of serine, theronine and tyrosine",
ptm,"phosphorylation of serine, threonine and tyrosine",
ptm,"phosphorylation of serine, threonine and tyrosine residues",
ptm,"phosphorylation of serine, threonine or tyrosine residues",
ptm,"phosphorylation of serine, threonine, and tyrosine",
ptm,"phosphorylation of serine, threonine, and tyrosine residues",
ptm,"phosphorylation of serine, threonine, or tyrosine",
ptm,"phosphorylation of serines, threonines and tyrosines",
ptm,phosphorylation of st,
ptm,phosphorylation of threonine,
ptm,"phosphorylation of threonine, serine, and tyrosine",
ptm,phosphorylation of tyrosine,
ptm,"phosphorylation on ser, thr, and tyr",
ptm,"phosphorylation on serine (s), threonine (t), and tyrosine (y)",
ptm,"phosphorylation on serine, threonine and tyrosine",
ptm,"phosphorylation on serine, threonine, and tyrosine",
ptm,phosphorylation on sty residues,
ptm,phosphorylation on sty residues (79.9663 da),
ptm,"phosphorylation(s,t,y)",
ptm,"phosphorylations (s,t,y)",
ptm,phosphotyrosine,
ptm,poly-ubiquitylation,
ptm,post translational modification,
ptm,post-translational modifications,
ptm,posttranslational modifications,
ptm,prenylation,
ptm,pro6 (p),
ptm,proline hydroxylation,
ptm,proline oxidation,
ptm,proline to alanine,
ptm,proline to phosphoserine,
ptm,proline to serine,
ptm,propionamide,
ptm,propionamide (c),
ptm,propionamide at cysteine,
ptm,propionyl (k),
ptm,propionyl (n-term),
ptm,propionyl-methylation,
ptm,propionyl[k],
ptm,propionyl[k]/+56.026,
ptm,propionyl[peptide n-term],
ptm,propionylation,
ptm,protein acetyl,
ptm,protein acetyl on n-terminus,
ptm,protein acetylation,
ptm,protein c-terminal bi8622,
ptm,protein c-terminal bi8626,
ptm,protein modification categorized by isobaric sets,
ptm,protein n terminus (acetylated),
ptm,protein n terminus acetylation,
ptm,protein n- terminal met loss and acetylation,
ptm,protein n-acetylation,
ptm,protein n-term acetylation,
ptm,protein n-terminal,
ptm,protein n-terminal acetylation,
ptm,protein n-terminal acetylation (+42.011 da),
ptm,protein n-terminal acetylation (42.0106 da),
ptm,protein n-terminal acetylation with biotin,
ptm,protein n-terminal acetylation with bp,
ptm,protein n-terminal acetylation with dbp,
ptm,protein n-terminal met loss,
ptm,protein n-terminal met loss (−131.040 da),
ptm,protein n-terminal met loss and acetylation,
