pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD008222	q03236	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03237	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03239	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03240	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03241	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03242	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03243	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03249	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03250	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03251	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03252	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03253	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03255	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03256	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03257	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03258	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03259	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03261	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03262	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03263	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03264	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03265	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03267	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03268	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03269	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03270	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03271	Homo sapiens	breast	breast cancer	SKBR3	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03299	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03300	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03301	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03302	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03303	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03305	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03306	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03307	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03308	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03309	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Ventricle_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac02	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		2	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac03	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		3	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac04	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		4	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac05	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		5	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac06	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		6	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac07	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		7	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac08	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		8	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac09	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		9	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac10	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		10	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac11	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		11	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac12	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		12	True
PXD008722	20160715_QE5_nLC7_NL_Human_Heart_117_Left_Atrium_Frac01	Homo sapiens	heart			Q Exactive HF			trypsin	M-oxidation; C-carbamidomethylation; Acetyl; Gln->pyro-Glu	label-free		1	True
