pxd	group_name	organism	organism_score	tissue	tissue_score	disease	disease_score	cell_part	cell_part_score	cell_line	cell_line_score	instrument	instrument_score	fragmentation	fragmentation_score	enzymes	enzymes_score	modifications	modifications_score	collision_energy	collision_energy_score	gradient_time_min	gradient_time_min_score	lc_column	lc_column_score	acquisition	acquisition_score	labeling	labeling_score	ionization	ionization_score	treatment_type	treatment_type_score	treatment_name	treatment_name_score	treatment_class	treatment_class_score	fractionation	enrichment
PXD050287	Arabidopsis stomatal lineage proximity labeling	Arabidopsis thaliana	1.0									Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0		biotinylated proteins; Streptavidin affinity
PXD050300	Cardiac Fibroblast DIA Analysis	Mus musculus	1.0									Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0							True; high pH reversed phase	
PXD050321	AC16 cardiomyocytes polysomes	Homo sapiens	1.0					cytoplasm	0.881			Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; sucrose gradient	
PXD050351	SH-SY5Y cells with kinase inhibition	Homo sapiens	1.0			healthy	1.0			SH-SY5Y	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; SDS-PAGE	
PXD050371	HeLa Nuclear Extract Condensates	Homo sapiens	1.0			cervix carcinoma	1.0	nucleus	1.0	HeLa	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD050391	Mouse Brain Glycopeptides	Mus musculus	1.0	brain	1.0							Orbitrap Eclipse	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; HILIC	glycopeptide; HILIC
PXD050402	Mouse Tissues	Mus musculus	1.0	liver; lung; kidney; heart	1.0; 1.0; 1.0; 1.0							Orbitrap Fusion Lumos; Orbitrap Eclipse	1.0; 1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0							biologics	1.0	True; offline fractionation	phosphorylation; Fe-NTA
PXD050410	hiPSCs under normoxic and hypoxic conditions	Homo sapiens	1.0									Q Exactive Plus	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; SCX	
PXD050416	PAIM and lmCRC FFPE tumor samples	Homo sapiens	1.0	colon; lung	1.0; 1.0	lung adenocarcinoma; colorectal cancer	1.0; 1.0					Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; high-pH reversed-phase fractionation	
PXD050445	Jurkat T cells	Homo sapiens	1.0	T cells	0.989					Jurkat	1.0	Orbitrap Fusion Lumos	1.0	HCD; CID; HCD	1.0; 1.0; 1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18; reverse phase C18	1.0; 1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; basic pH reversed phase chromatography	phosphorylation; Fe-NTA spin column
PXD050453	Hela cells - ABPP and Whole Proteome	Homo sapiens	1.0			breast cancer; cervix carcinoma	1.0; 1.0			HeLa	1.0	Orbitrap Fusion; Orbitrap Eclipse	1.0; 1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free; TMT	1.0; 1.0							small molecule	1.0		biotinylation; avidin agarose
PXD050479	Platelet Releasate from RRMS and Healthy Controls	Homo sapiens	1.0	platelets	0.971	healthy	1.0					Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050539	MDS-L Cell Line Proteomics	Homo sapiens	1.0			acute leukemia	1.0	nucleus; cytoplasm	1.0; 0.716			Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-ubiquitination	1.0; 0.812					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics; small molecule	1.0; 1.0	True; Ni-NTA beads	sumoylation; Ni-NTA beads
PXD050547	PBMCs from Kabuki Syndrome patients and controls	Homo sapiens	1.0	blood; monocytes	1.0; 0.963	healthy	1.0					Q Exactive Plus	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					environmental	1.0	True; HILIC	
PXD050548	Saccharomyces cerevisiae digest	Saccharomyces cerevisiae	1.0									Orbitrap Elite	0.836	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid phase extraction	
PXD050548	Aeromonas bestiarum											Orbitrap Elite	0.836	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid phase extraction	
PXD050548	Ca. Kuenenia stuttgartiensis enrichment											Orbitrap Elite	0.836	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid phase extraction	
PXD050548	Ca. Accumulibacter phosphatis enrichment											Orbitrap Elite	0.836	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid phase extraction	
PXD050548	Wastewater microbiome granules											Orbitrap Elite	0.836	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; Solid phase extraction	
PXD050555	A549 cells treated with bioactive compounds	Homo sapiens	1.0							A549	1.0	Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0							DDA	1.0	TMT	1.0							small molecule; biologics	1.0; 1.0		phosphorylation; Pierce Phosphoprotein Enrichment Kit
PXD050557	Human cell lysate	Homo sapiens	1.0									Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD050565	Mettl3-overexpressed AML12 cell models	Mus musculus	1.0									Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; M-oxidation; K-dimethylation	1.0; 1.0; 0.813					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; antibody enrichment	malonylation; antibody enrichment
PXD050580	MDA-MB-231 Secretome TAILS	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					biologics	1.0	True; offline HILIC	N-termini; HPG-ALD polymer
PXD050580	MDA-MB-231 Secretome DIA	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD050580	CD74 PRM	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0			label-free	1.0	ESI	1.0					biologics	1.0		
PXD050580	CD74 Glycoproteomics	Homo sapiens	1.0									Orbitrap Fusion	0.929	HCD; ETD; CID	1.0; 1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								glycopeptides; product ion-triggered re-isolation
PXD050581	MDA-MB-231 Secretome TAILS	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					biologics	1.0	True; SCX	N-terminus; TAILS
PXD050581	MDA-MB-231 Secretome DIA	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050581	CD74 PRM	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050581	CD74 Glycoproteomics	Homo sapiens	1.0									Orbitrap Fusion	0.929	HCD; ETD; CID	1.0; 1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								O-glycosylation; product ion-triggered re-isolation
PXD050618	Human hTERT-RPE1 cells with CAF-1 perturbation	Homo sapiens	1.0									Orbitrap Exploris 240	1.0					C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; cell cycle enrichment	
PXD050623	AML Cell Culture	Homo sapiens	1.0			acute leukemia	1.0					Orbitrap Exploris 480	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; high pH reverse phase	acetylation; immuno-affinity purification
PXD050625	Murine Macrophage Co-infection Screen	Mus musculus	1.0	bone marrow; macrophage	1.0; 1.0							Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	0.706					biologics; biologics	1.0; 1.0	True; High pH Reversed-Phase	
PXD050628	HUVEC and EVs	Homo sapiens	1.0	epithelial cell	0.701	chronic kidney disease	1.0			HUVEC	1.0	Orbitrap Exploris 240	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD050647	MDA-MB-231 Secretome TAILS	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					biologics	1.0	True; offline SCX	N-terminus; HPG-ALD polymer
PXD050647	MDA-MB-231 Secretome DIA	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050647	CD74 PRM	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050647	CD74 Glycoproteomics	Homo sapiens	1.0									Orbitrap Fusion	1.0	HCD; ETD; CID	1.0; 1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								glycopeptide; product ion-triggered re-isolation
PXD050688	HeLa cells (Scr siRNA and USP39 siRNA)	Homo sapiens	1.0					nucleus	1.0	HeLa	1.0	Q Exactive Plus	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							biologics	1.0	True; StageTip (C18/SCX)	
PXD050727	MCM8 immunoprecipitation and IgG control in mouse PGCs	Mus musculus	1.0									Q Exactive Plus	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD050738	HeLa nuclear lysates	Homo sapiens	1.0					nucleus	1.0	HeLa	1.0	Q Exactive Plus	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							biologics	1.0	True; hrCNE	
PXD050772	T cell activation	Mus musculus	1.0	T cells	0.989							Orbitrap Eclipse	1.0	CID; HCD	1.0; 1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; basic pH reversed phase chromatography	phosphorylation; Fe-NTA spin column
PXD050782	Ovarian Cancer Cell Lines (SKOV-3 and OVCAR-8)	Homo sapiens	1.0			ovarian cancer	1.0			SKOV3	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; SDS-PAGE gel banding	
PXD050844	Lung cancer cell lines SILAC	Homo sapiens	1.0	lung	1.0	non-small cell lung carcinoma	0.971					Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0							True; SDS-PAGE	
PXD050871	Ishikawa cells treated with liposomes or PBS	Homo sapiens	1.0									Orbitrap Fusion Lumos	1.0			trypsin	1.0	C-carbamidomethylation; N-term acetylation	1.0; 1.0							DDA	1.0	TMT	1.0							environmental	1.0		
PXD050884	Adipocyte cell culture	Mus musculus	1.0									Orbitrap Exploris 240; Q Exactive	1.0; 1.0													DDA	1.0	label-free	1.0							biologics	1.0		
PXD050892	SW480 cells with LINC01021/p53 manipulation	Homo sapiens	1.0			colon cancer	1.0			SW-480	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD050904	WTC11 Cell Line	Homo sapiens	1.0	stem cells	0.993	healthy	1.0					Orbitrap Eclipse	1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; high pH reversed phase fractionation	
PXD050904	BSA Benchmarking	Homo sapiens; Bos taurus	1.0; 1.0			healthy	1.0			HUVEC; Jurkat	1.0; 1.0	Orbitrap Eclipse	1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; high pH reversed phase fractionation	
PXD050909	WTC11 Cell Line	Homo sapiens	1.0	stem cells	0.993	healthy	1.0					Orbitrap Eclipse	1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; high pH reversed phase fractionation	
PXD050909	BSA Benchmarking	Homo sapiens; Bos taurus	1.0; 1.0			healthy	1.0			HUVEC; Jurkat	1.0; 1.0	Orbitrap Eclipse	1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; high pH reversed phase fractionation	
PXD050914	HEK293 cells expressing KV11.1 variants	Homo sapiens	1.0			cardiovascular disease	0.944			HEK293	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18; SCX	1.0; 1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; MudPIT	
PXD050916	AdipoR1 deficient mice retina and RPE	Mus musculus	1.0	retina; retina	1.0; 0.723							Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; C18 solid-phase extraction	
PXD050935	HEK293T Flag-EV and Flag-SpCas9	Homo sapiens	1.0							HEK293T	1.0	Orbitrap Elite	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							biologics	1.0		
PXD050950	U2OS Osteosarcoma Cells	Homo sapiens	1.0			osteosarcoma	1.0			U2-OS	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD050985	Arabidopsis thaliana Seedling	Arabidopsis thaliana	1.0					nucleus; cytoplasm	1.0; 1.0			Orbitrap Exploris 480	1.0	HCD	1.0			C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; immunoprecipitation	phosphorylated residue; immunoprecipitation
PXD050986	Mouse B cells	Mus musculus	1.0	B cells	0.989							Q Exactive HF-X	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD050991	iPSC-derived human dopaminergic neurons	Homo sapiens	1.0									Orbitrap Exploris 480	1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	SILAC	1.0									True; High pH Reversed-Phase	
PXD050996	Human cardiac microtissues	Homo sapiens	1.0	heart	1.0							Q Exactive Plus	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD051015	iPSC-derived human dopaminergic neurons	Homo sapiens	1.0					mitochondria	0.716			Orbitrap Exploris 480	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							small molecule	1.0	True; High pH Reversed-Phase	
PXD051016	iPSC-derived human dopaminergic neurons	Homo sapiens	1.0									Orbitrap Exploris 480	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							small molecule	1.0		
PXD051056	Hela cell proteome	Homo sapiens	1.0					nucleus	1.0	HeLa	1.0	Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD051062	Human Bile Proteomics	Homo sapiens	1.0									Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0							True; SPE	
PXD051072	Human Cell Lines	Homo sapiens	1.0							U2-OS; HCT-116; HEK293T	1.0; 1.0; 1.0	Orbitrap Eclipse	1.0					C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0										
PXD051088	Neuro-2a cells	Homo sapiens	1.0									Q Exactive Plus	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							biologics; biologics	1.0; 1.0		phosphorylation; TiO2
PXD051089	HEK293T cells with PspCas13b	Homo sapiens	1.0							HEK293T	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD051093	Hippocampal subregions post-TBI	Mus musculus	1.0	brain	1.0	healthy	1.0					Orbitrap Eclipse	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; SCX	
PXD051148	Expi293F Cell Lysate	Homo sapiens	1.0									Orbitrap Elite	0.865	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0							True; high-pH chromatography	
PXD051148	HeLa Cell Lysate	Homo sapiens	1.0							HeLa	1.0	Orbitrap Elite	0.865	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0							True; high-pH chromatography	phosphorylation; Zr-IMAC
PXD051148	HEK293 Cell Lysate	Homo sapiens	1.0							HEK293	1.0	Orbitrap Elite	0.865	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; high-pH chromatography	RNA-binding proteins; RNA interactome capture
PXD051174	Human Placenta	Homo sapiens	1.0	placenta	1.0	pre-eclampsia; healthy	0.868; 1.0					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; SDS-PAGE	
PXD051187	THP-1-derived macrophages	Homo sapiens	1.0					nucleus	1.0	THP-1	1.0	Q Exactive HF	1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							environmental	1.0	True; nuclei isolation	
PXD051197	Primary human adult cardiac fibroblasts	Homo sapiens	1.0	fibroblast	0.772	cardiovascular disease	0.944					Orbitrap Fusion Lumos	1.0			trypsin	1.0									DIA	1.0	label-free	1.0							environmental; biologics	1.0; 1.0		
PXD051224	Breast and Prostate Cancer Cell Lines	Homo sapiens	1.0					membrane; cytoplasm; nucleus	0.906; 1.0; 1.0	T-47D; LNCaP	1.0; 1.0	Orbitrap Fusion Lumos	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0		
PXD051229	Mouse Neutrophil Migrasomes	Mus musculus	1.0	blood	1.0							Orbitrap Elite	0.865	HCD	1.0	trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD051269	AML Macrophage Cell Culture	Homo sapiens	1.0	macrophage	1.0	acute monocytic leukemia	1.0					Orbitrap Eclipse	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD051393	Hela cell line interactome mapping	Homo sapiens	1.0			cervix carcinoma	1.0					Q Exactive HF	1.0					C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD051400	Mouse brain membrane proteome	Mus musculus	1.0	brain	1.0			membrane	1.0			Orbitrap Exploris 240	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; affinity enrichment	biotinylated residue; Streptavidin-Agarose
PXD051404	Human glioblastoma primary cells	Homo sapiens	1.0	brain	1.0	glioblastoma	1.0					Q Exactive HF	1.0					C-carbamidomethylation; S-phosphorylation; T-phosphorylation	1.0; 1.0; 1.0							DDA	1.0	label-free	1.0							biologics	1.0		phosphorylation; EasyPhos
PXD051415	HeLa SILAC	Homo sapiens	1.0	cervix	0.704	cervix carcinoma	1.0			HeLa	1.0	Orbitrap Fusion	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	SILAC	1.0									True; peptide fractionation	Kla; affinity enrichment
PXD051418	E. coli K12 MG1655 treated with phosphinic compounds	Escherichia coli	1.0									Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; SDS-PAGE	
PXD051473	CNTNAP2-/- cerebral organoids	Homo sapiens	1.0	stem cells	0.805	autism spectrum disorder	0.914					Q Exactive HF-X	1.0	HCD	1.0	trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD051482	NIH3t3 cells with DENR co-IP	Mus musculus	1.0									Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	0.854	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; SCX	
PXD051538	EBV-positive NPC cell lines	Homo sapiens	1.0									Orbitrap Fusion Lumos	1.0											reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	0.706					small molecule	1.0		HLA peptides; immunoprecipitation
PXD051592	HeLa, HEK293, THP-1 whole cell lysates	Homo sapiens	1.0					lysosome	1.0	HeLa; HEK293; THP-1	1.0; 1.0; 1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; Oasis MAX extraction	N-linked glycan; Oasis MAX extraction
PXD051602	HEK-293 DARC Interactome and Phosphoproteomics	Homo sapiens	1.0							HEK293	1.0	Orbitrap Exploris 240	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; TiO2 enrichment	phosphorylation; TiO2
PXD051606	Adipose, Plasma, Soleus	Mus musculus	1.0	adipose tissue; blood plasma	1.0; 1.0			mitochondria	1.0			Q Exactive HF-X; Orbitrap Exploris 480	1.0; 1.0			trypsin	1.0	C-carbamidomethylation	1.0							DIA	1.0	label-free	1.0							environmental; biologics	1.0; 1.0		
PXD051640	BAT and Liver from LdlrKO mice	Mus musculus	1.0	adipose tissue; liver	0.799; 1.0							Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0	nanoESI	0.712					environmental	1.0		
